"automated_textmining","coexpression","combined_score","database_annotated","experimentally_determined_interaction","gene_fusion","homology","interaction","name","neighborhood_on_chromosome","node1_string_id","node2_string_id","phylogenetic_cooccurrence","selected","shared interaction","shared name"
"0.79","0.068","0.795","0.0","0.0","0.0","0.0","interacts with","AOC3 (interacts with) FCGR3A","0.0","9606.ENSP00000312326","9606.ENSP00000356946","0.0","false","interacts with","AOC3 (interacts with) FCGR3A"
"0.339","0.062","0.937","0.907","0.0","0.004","0.0","interacts with","AOX1 (interacts with) UGT2B4","0.0","9606.ENSP00000363832","9606.ENSP00000305221","0.0","false","interacts with","AOX1 (interacts with) UGT2B4"
"0.202","0.062","0.918","0.9","0.0","0.0","0.0","interacts with","AOX1 (interacts with) HSD17B6","0.0","9606.ENSP00000363832","9606.ENSP00000451406","0.0","false","interacts with","AOX1 (interacts with) HSD17B6"
"0.062","0.054","0.745","0.72","0.097","0.0","0.0","interacts with","APC (interacts with) LRRK2","0.0","9606.ENSP00000257430","9606.ENSP00000298910","0.0","false","interacts with","APC (interacts with) LRRK2"
"0.726","0.0","0.92","0.72","0.0","0.0","0.0","interacts with","APC (interacts with) CDH1","0.0","9606.ENSP00000257430","9606.ENSP00000261769","0.0","false","interacts with","APC (interacts with) CDH1"
"0.622","0.222","0.851","0.529","0.05","0.0","0.0","interacts with","ARC (interacts with) EGR1","0.0","9606.ENSP00000349022","9606.ENSP00000239938","0.0","false","interacts with","ARC (interacts with) EGR1"
"0.295","0.278","0.725","0.5","0.045","0.0","0.0","interacts with","ARC (interacts with) FOSB","0.0","9606.ENSP00000349022","9606.ENSP00000245919","0.0","false","interacts with","ARC (interacts with) FOSB"
"0.262","0.257","0.722","0.529","0.05","0.0","0.0","interacts with","ARC (interacts with) EGR3","0.0","9606.ENSP00000349022","9606.ENSP00000318057","0.0","false","interacts with","ARC (interacts with) EGR3"
"0.885","0.064","0.976","0.8","0.0","0.0","0.0","interacts with","ARC (interacts with) SH3GL3","0.0","9606.ENSP00000349022","9606.ENSP00000320092","0.0","false","interacts with","ARC (interacts with) SH3GL3"
"0.812","0.056","0.814","0.0","0.0","0.0","0.0","interacts with","ARC (interacts with) GRIA1","0.0","9606.ENSP00000349022","9606.ENSP00000428994","0.0","false","interacts with","ARC (interacts with) GRIA1"
"0.596","0.186","0.785","0.4","0.0","0.0","0.734","interacts with","AREG (interacts with) HBEGF","0.0","9606.ENSP00000379097","9606.ENSP00000230990","0.0","false","interacts with","AREG (interacts with) HBEGF"
"0.543","0.058","0.766","0.5","0.0","0.0","0.0","interacts with","AREG (interacts with) KRAS","0.0","9606.ENSP00000379097","9606.ENSP00000256078","0.0","false","interacts with","AREG (interacts with) KRAS"
"0.997","0.0","0.998","0.4","0.0","0.0","0.0","interacts with","AREG (interacts with) EGF","0.0","9606.ENSP00000379097","9606.ENSP00000265171","0.0","false","interacts with","AREG (interacts with) EGF"
"0.888","0.0","0.959","0.65","0.0","0.0","0.0","interacts with","AREG (interacts with) ERBB2","0.0","9606.ENSP00000379097","9606.ENSP00000269571","0.0","false","interacts with","AREG (interacts with) ERBB2"
"0.996","0.0","0.999","0.9","0.777","0.0","0.0","interacts with","AREG (interacts with) EGFR","0.0","9606.ENSP00000379097","9606.ENSP00000275493","0.0","false","interacts with","AREG (interacts with) EGFR"
"0.203","0.051","0.712","0.65","0.0","0.0","0.0","interacts with","AREG (interacts with) FGFR4","0.0","9606.ENSP00000379097","9606.ENSP00000292408","0.0","false","interacts with","AREG (interacts with) FGFR4"
"0.418","0.118","0.804","0.65","0.0","0.0","0.0","interacts with","AREG (interacts with) MET","0.0","9606.ENSP00000379097","9606.ENSP00000317272","0.0","false","interacts with","AREG (interacts with) MET"
"0.192","0.051","0.708","0.65","0.0","0.0","0.0","interacts with","AREG (interacts with) TEK","0.0","9606.ENSP00000379097","9606.ENSP00000369375","0.0","false","interacts with","AREG (interacts with) TEK"
"0.138","0.053","0.822","0.8","0.0","0.0","0.0","interacts with","ASPA (interacts with) GAD1","0.0","9606.ENSP00000263080","9606.ENSP00000350928","0.0","false","interacts with","ASPA (interacts with) GAD1"
"0.799","0.974","0.994","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) DLGAP5","0.0","9606.ENSP00000356379","9606.ENSP00000247191","0.0","false","interacts with","ASPM (interacts with) DLGAP5"
"0.714","0.838","0.952","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) CCNB1","0.0","9606.ENSP00000356379","9606.ENSP00000256442","0.0","false","interacts with","ASPM (interacts with) CCNB1"
"0.418","0.583","0.746","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) CDCA5","0.0","9606.ENSP00000356379","9606.ENSP00000275517","0.0","false","interacts with","ASPM (interacts with) CDCA5"
"0.628","0.928","0.974","0.0","0.111","0.0","0.0","interacts with","ASPM (interacts with) BUB1B","0.0","9606.ENSP00000356379","9606.ENSP00000287598","0.0","false","interacts with","ASPM (interacts with) BUB1B"
"0.709","0.84","0.951","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) CCNB2","0.0","9606.ENSP00000356379","9606.ENSP00000288207","0.0","false","interacts with","ASPM (interacts with) CCNB2"
"0.715","0.818","0.946","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) MELK","0.0","9606.ENSP00000356379","9606.ENSP00000298048","0.0","false","interacts with","ASPM (interacts with) MELK"
"0.641","0.756","0.909","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) PCLAF","0.0","9606.ENSP00000356379","9606.ENSP00000300035","0.0","false","interacts with","ASPM (interacts with) PCLAF"
"0.717","0.827","0.949","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) TPX2","0.0","9606.ENSP00000356379","9606.ENSP00000300403","0.0","false","interacts with","ASPM (interacts with) TPX2"
"0.54","0.748","0.879","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) BIRC5","0.0","9606.ENSP00000356379","9606.ENSP00000301633","0.0","false","interacts with","ASPM (interacts with) BIRC5"
"0.522","0.52","0.76","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) TYMS","0.0","9606.ENSP00000356379","9606.ENSP00000315644","0.0","false","interacts with","ASPM (interacts with) TYMS"
"0.673","0.835","0.943","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) UBE2C","0.0","9606.ENSP00000356379","9606.ENSP00000348838","0.0","false","interacts with","ASPM (interacts with) UBE2C"
"0.627","0.626","0.854","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) RRM2","0.0","9606.ENSP00000356379","9606.ENSP00000353770","0.0","false","interacts with","ASPM (interacts with) RRM2"
"0.295","0.792","0.848","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) EXO1","0.0","9606.ENSP00000356379","9606.ENSP00000355506","0.0","false","interacts with","ASPM (interacts with) EXO1"
"0.802","0.938","0.987","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) CENPF","0.0","9606.ENSP00000356379","9606.ENSP00000355922","0.0","false","interacts with","ASPM (interacts with) CENPF"
"0.507","0.837","0.916","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) NEK2","0.0","9606.ENSP00000356379","9606.ENSP00000355966","0.0","false","interacts with","ASPM (interacts with) NEK2"
"0.29","0.599","0.703","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) CDC45","0.0","9606.ENSP00000356379","9606.ENSP00000405726","0.0","false","interacts with","ASPM (interacts with) CDC45"
"0.601","0.43","0.763","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) TK1","0.0","9606.ENSP00000356379","9606.ENSP00000468425","0.0","false","interacts with","ASPM (interacts with) TK1"
"0.632","0.527","0.818","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) ZWINT","0.0","9606.ENSP00000356379","9606.ENSP00000363055","0.0","false","interacts with","ASPM (interacts with) ZWINT"
"0.246","0.78","0.827","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) UBE2T","0.0","9606.ENSP00000356379","9606.ENSP00000494957","0.0","false","interacts with","ASPM (interacts with) UBE2T"
"0.318","0.805","0.861","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) DEPDC1","0.0","9606.ENSP00000356379","9606.ENSP00000412292","0.0","false","interacts with","ASPM (interacts with) DEPDC1"
"0.64","0.809","0.928","0.0","0.043","0.0","0.0","interacts with","ASPM (interacts with) HMMR","0.0","9606.ENSP00000356379","9606.ENSP00000377492","0.0","false","interacts with","ASPM (interacts with) HMMR"
"0.545","0.855","0.931","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) HJURP","0.0","9606.ENSP00000356379","9606.ENSP00000414109","0.0","false","interacts with","ASPM (interacts with) HJURP"
"0.611","0.852","0.94","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) NUSAP1","0.0","9606.ENSP00000356379","9606.ENSP00000499238","0.0","false","interacts with","ASPM (interacts with) NUSAP1"
"0.603","0.865","0.944","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) CCNA2","0.0","9606.ENSP00000356379","9606.ENSP00000481380","0.0","false","interacts with","ASPM (interacts with) CCNA2"
"0.7","0.842","0.95","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) CEP55","0.0","9606.ENSP00000356379","9606.ENSP00000360540","0.0","false","interacts with","ASPM (interacts with) CEP55"
"0.48","0.908","0.95","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) CDCA8","0.0","9606.ENSP00000356379","9606.ENSP00000362146","0.0","false","interacts with","ASPM (interacts with) CDCA8"
"0.536","0.9","0.952","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) KIF4A","0.0","9606.ENSP00000356379","9606.ENSP00000363524","0.0","false","interacts with","ASPM (interacts with) KIF4A"
"0.53","0.912","0.957","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) TTK","0.0","9606.ENSP00000356379","9606.ENSP00000358813","0.0","false","interacts with","ASPM (interacts with) TTK"
"0.715","0.9","0.972","0.0","0.111","0.0","0.0","interacts with","ASPM (interacts with) CDC20","0.0","9606.ENSP00000356379","9606.ENSP00000361540","0.0","false","interacts with","ASPM (interacts with) CDC20"
"0.765","0.9","0.975","0.0","0.048","0.0","0.0","interacts with","ASPM (interacts with) KIF20A","0.0","9606.ENSP00000356379","9606.ENSP00000378356","0.0","false","interacts with","ASPM (interacts with) KIF20A"
"0.804","0.983","0.996","0.0","0.0","0.0","0.0","interacts with","ASPM (interacts with) TOP2A","0.0","9606.ENSP00000356379","9606.ENSP00000411532","0.0","false","interacts with","ASPM (interacts with) TOP2A"
"0.803","0.495","0.896","0.0","0.0","0.0","0.0","interacts with","ATF3 (interacts with) PPP1R15A","0.0","9606.ENSP00000344352","9606.ENSP00000200453","0.0","false","interacts with","ATF3 (interacts with) PPP1R15A"
"0.697","0.445","0.824","0.0","0.0","0.0","0.0","interacts with","ATF3 (interacts with) GADD45B","0.0","9606.ENSP00000344352","9606.ENSP00000215631","0.0","false","interacts with","ATF3 (interacts with) GADD45B"
"0.798","0.381","0.873","0.0","0.066","0.0","0.0","interacts with","ATF3 (interacts with) EGR1","0.0","9606.ENSP00000344352","9606.ENSP00000239938","0.0","false","interacts with","ATF3 (interacts with) EGR1"
"0.895","0.46","0.941","0.0","0.0","0.0","0.778","interacts with","ATF3 (interacts with) FOSB","0.0","9606.ENSP00000344352","9606.ENSP00000245919","0.0","false","interacts with","ATF3 (interacts with) FOSB"
"0.639","0.211","0.711","0.0","0.066","0.0","0.0","interacts with","ATF3 (interacts with) EGR3","0.0","9606.ENSP00000344352","9606.ENSP00000318057","0.0","false","interacts with","ATF3 (interacts with) EGR3"
"0.605","0.303","0.721","0.0","0.066","0.0","0.0","interacts with","ATF3 (interacts with) KLF6","0.0","9606.ENSP00000344352","9606.ENSP00000419923","0.0","false","interacts with","ATF3 (interacts with) KLF6"
"0.702","0.07","0.737","0.0","0.128","0.0","0.0","interacts with","ATF3 (interacts with) MYC","0.0","9606.ENSP00000344352","9606.ENSP00000478887","0.0","false","interacts with","ATF3 (interacts with) MYC"
"0.639","0.316","0.75","0.0","0.068","0.0","0.0","interacts with","ATF3 (interacts with) NR4A2","0.0","9606.ENSP00000344352","9606.ENSP00000344479","0.0","false","interacts with","ATF3 (interacts with) NR4A2"
"0.548","0.503","0.772","0.0","0.068","0.0","0.0","interacts with","ATF3 (interacts with) NR4A1","0.0","9606.ENSP00000344352","9606.ENSP00000440864","0.0","false","interacts with","ATF3 (interacts with) NR4A1"
"0.724","0.233","0.779","0.0","0.0","0.0","0.0","interacts with","ATF3 (interacts with) IL6","0.0","9606.ENSP00000344352","9606.ENSP00000385675","0.0","false","interacts with","ATF3 (interacts with) IL6"
"0.532","0.101","0.834","0.0","0.636","0.0","0.0","interacts with","ATF3 (interacts with) CEBPG","0.0","9606.ENSP00000344352","9606.ENSP00000466022","0.0","false","interacts with","ATF3 (interacts with) CEBPG"
"0.661","0.503","0.868","0.0","0.281","0.0","0.0","interacts with","ATF3 (interacts with) MAFF","0.0","9606.ENSP00000344352","9606.ENSP00000442060","0.0","false","interacts with","ATF3 (interacts with) MAFF"
"0.913","0.138","0.926","0.0","0.094","0.0","0.0","interacts with","ATP1A2 (interacts with) SCN1A","0.0","9606.ENSP00000354490","9606.ENSP00000303540","0.0","false","interacts with","ATP1A2 (interacts with) SCN1A"
"0.366","0.21","0.946","0.9","0.065","0.0","0.0","interacts with","ATP1A2 (interacts with) FXYD1","0.0","9606.ENSP00000354490","9606.ENSP00000481244","0.0","false","interacts with","ATP1A2 (interacts with) FXYD1"
"0.922","0.0","0.922","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) SLC6A4","0.0","9606.ENSP00000414303","9606.ENSP00000261707","0.0","false","interacts with","BDNF (interacts with) SLC6A4"
"0.814","0.174","0.84","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) FGF2","0.0","9606.ENSP00000414303","9606.ENSP00000264498","0.0","false","interacts with","BDNF (interacts with) FGF2"
"0.798","0.0","0.798","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) EGF","0.0","9606.ENSP00000414303","9606.ENSP00000265171","0.0","false","interacts with","BDNF (interacts with) EGF"
"0.305","0.0","0.746","0.65","0.0","0.0","0.0","interacts with","BDNF (interacts with) ERBB2","0.0","9606.ENSP00000414303","9606.ENSP00000269571","0.0","false","interacts with","BDNF (interacts with) ERBB2"
"0.639","0.107","0.877","0.65","0.0","0.0","0.0","interacts with","BDNF (interacts with) EGFR","0.0","9606.ENSP00000414303","9606.ENSP00000275493","0.0","false","interacts with","BDNF (interacts with) EGFR"
"0.201","0.0","0.708","0.65","0.0","0.0","0.0","interacts with","BDNF (interacts with) FGFR4","0.0","9606.ENSP00000414303","9606.ENSP00000292408","0.0","false","interacts with","BDNF (interacts with) FGFR4"
"0.713","0.043","0.713","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) CXCL8","0.0","9606.ENSP00000414303","9606.ENSP00000306512","0.0","false","interacts with","BDNF (interacts with) CXCL8"
"0.27","0.072","0.742","0.65","0.044","0.0","0.0","interacts with","BDNF (interacts with) MET","0.0","9606.ENSP00000414303","9606.ENSP00000317272","0.0","false","interacts with","BDNF (interacts with) MET"
"0.839","0.047","0.84","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) TAC1","0.0","9606.ENSP00000414303","9606.ENSP00000321106","0.0","false","interacts with","BDNF (interacts with) TAC1"
"0.999","0.065","0.999","0.0","0.065","0.0","0.0","interacts with","BDNF (interacts with) NTRK3","0.0","9606.ENSP00000414303","9606.ENSP00000354207","0.0","false","interacts with","BDNF (interacts with) NTRK3"
"0.74","0.0","0.74","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) MMP9","0.0","9606.ENSP00000414303","9606.ENSP00000361405","0.0","false","interacts with","BDNF (interacts with) MMP9"
"0.271","0.062","0.739","0.65","0.0","0.0","0.0","interacts with","BDNF (interacts with) TEK","0.0","9606.ENSP00000414303","9606.ENSP00000369375","0.0","false","interacts with","BDNF (interacts with) TEK"
"0.844","0.05","0.846","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) IL6","0.0","9606.ENSP00000414303","9606.ENSP00000385675","0.0","false","interacts with","BDNF (interacts with) IL6"
"0.963","0.048","0.963","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) GDNF","0.0","9606.ENSP00000414303","9606.ENSP00000409007","0.0","false","interacts with","BDNF (interacts with) GDNF"
"0.797","0.045","0.798","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) SNCA","0.0","9606.ENSP00000414303","9606.ENSP00000500990","0.0","false","interacts with","BDNF (interacts with) SNCA"
"0.825","0.042","0.825","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) NRN1","0.0","9606.ENSP00000414303","9606.ENSP00000480483","0.0","false","interacts with","BDNF (interacts with) NRN1"
"0.827","0.047","0.828","0.0","0.0","0.0","0.0","interacts with","BDNF (interacts with) GRIA1","0.0","9606.ENSP00000414303","9606.ENSP00000428994","0.0","false","interacts with","BDNF (interacts with) GRIA1"
"0.661","0.907","0.967","0.0","0.0","0.0","0.0","interacts with","BIRC5 (interacts with) DLGAP5","0.0","9606.ENSP00000301633","9606.ENSP00000247191","0.0","false","interacts with","BIRC5 (interacts with) DLGAP5"
"0.884","0.906","0.993","0.4","0.098","0.0","0.0","interacts with","BIRC5 (interacts with) CCNB1","0.0","9606.ENSP00000301633","9606.ENSP00000256442","0.0","false","interacts with","BIRC5 (interacts with) CCNB1"
"0.2","0.528","0.709","0.0","0.292","0.0","0.0","interacts with","BIRC5 (interacts with) DEPDC1B","0.0","9606.ENSP00000301633","9606.ENSP00000265036","0.0","false","interacts with","BIRC5 (interacts with) DEPDC1B"
"0.669","0.0","0.7","0.0","0.13","0.0","0.0","interacts with","BIRC5 (interacts with) ERBB2","0.0","9606.ENSP00000301633","9606.ENSP00000269571","0.0","false","interacts with","BIRC5 (interacts with) ERBB2"
"0.75","0.779","0.942","0.0","0.0","0.0","0.0","interacts with","BIRC5 (interacts with) CDCA5","0.0","9606.ENSP00000301633","9606.ENSP00000275517","0.0","false","interacts with","BIRC5 (interacts with) CDCA5"
"0.834","0.847","0.987","0.5","0.095","0.0","0.0","interacts with","BIRC5 (interacts with) BUB1B","0.0","9606.ENSP00000301633","9606.ENSP00000287598","0.0","false","interacts with","BIRC5 (interacts with) BUB1B"
"0.892","0.905","0.993","0.4","0.098","0.0","0.0","interacts with","BIRC5 (interacts with) CCNB2","0.0","9606.ENSP00000301633","9606.ENSP00000288207","0.0","false","interacts with","BIRC5 (interacts with) CCNB2"
