SYMBOL,degree,is_biomarker,UniProt,emb_idx
PDE4DIP,4,0,Q5VU43,15635.0
PDE8B,2,0,O95263,1109.0
PDGFC,16,0,Q9NRA1,5.0
PDIA4,6,1,P13667,15995.0
PDIA6,10,1,Q15084,12389.0
PDK4,2,0,Q16654,9690.0
PDLIM7,6,0,Q9NR12,9470.0
PDRG1,4,1,Q9NUG6,6007.0
PDZD2,2,0,O15018,207.0
PECAM1,76,1,P16284,13018.0
PERP,6,0,Q96FX8,3543.0
PF4,26,1,P02776,17526.0
PHACTR1,6,0,Q9C0D0,6065.0
PHEX,2,0,P78562,11063.0
PHF20,2,1,Q9BVI0,16204.0
PHKA1,2,0,P46020,16732.0
PHLDB2,8,0,Q86SQ0,1667.0
PIK3AP1,8,0,Q6ZUJ8,1763.0
PIK3CA,66,1,P42336,12761.0
PIK3CG,24,0,P48736,2334.0
PIK3R1,76,0,P27986,1885.0
PIK3R5,12,0,Q8WYR1,5053.0
PIWIL1,2,1,Q96J94,13529.0
PLA2G4A,14,0,P47712,10036.0
PLA2G4C,6,0,Q9UP65,4093.0
PLA2G7,16,0,Q13093,16558.0
PLA2R1,6,0,Q13018,15058.0
PLAG1,2,0,Q6DJT9,12001.0
PLAGL1,4,0,Q9UM63,10385.0
PLAU,30,0,P00749,16657.0
PLAUR,20,1,Q03405,1538.0
PLCB4,22,0,Q15147,17767.0
PLEK,22,0,P08567,5072.0
PLK1,42,1,P53350,11669.0
PLK2,4,0,Q9NYY3,2777.0
PLP1,8,0,P60201,4050.0
PLPP3,18,0,O14495,3491.0
PLPP4,10,1,Q5VZY2,2473.0
PLTP,16,0,P55058,7301.0
PLXDC1,4,0,Q8IUK5,13816.0
PLXNA4,16,0,Q9HCM2,17769.0
PLXNB1,6,1,O43157,17872.0
PLXNC1,2,0,O60486,17712.0
PMAIP1,2,0,Q13794,11591.0
PNPLA3,18,0,Q9NST1,1204.0
POGLUT2,2,0,Q6UW63,14608.0
POMGNT1,2,1,Q8WZA1,15956.0
POSTN,20,1,Q15063,3442.0
POU2F1,6,0,P14859,12977.0
POU5F1,50,1,Q01860,1829.0
PPARG,54,1,P37231,12961.0
PPFIA4,4,1,O75335,12277.0
PPFIBP1,4,0,Q86W92,5095.0
PPFIBP2,4,0,Q8ND30,4481.0
PPP2R2B,12,0,Q00005,3145.0
PPP2R2C,6,0,Q9Y2T4,7296.0
PPP3CB,6,0,P16298,18137.0
PRCP,4,0,P42785,15469.0
PRICKLE1,4,0,Q96MT3,14579.0
PRKACB,66,0,P22694,14078.0
PRKCA,52,1,P17252,5453.0
PRKCB,40,0,P05771,3974.0
PRKCG,40,1,P05129,11972.0
PRKCZ,26,0,Q05513,644.0
PRKRIP1,2,0,Q9H875,3467.0
PROM1,34,1,O43490,2839.0
PROS1,2,1,P07225,1477.0
PROX1,4,1,Q92786,6135.0
PRRT2,8,0,Q7Z6L0,9000.0
PSMB9,10,0,P28065,898.0
PTBP1,8,1,P26599,6515.0
PTCH1,10,0,Q13635,69.0
PTGS1,10,0,P23219,12170.0
PTHLH,8,0,P12272,15422.0
PTN,12,1,P21246,2699.0
PTPMT1,2,0,Q8WUK0,10286.0
PTPRC,116,0,P08575,16139.0
PTPRF,6,0,P10586,11050.0
PTPRK,2,0,Q15262,16740.0
PTPRZ1,16,1,P23471,5977.0
PTTG1,22,1,O95997,6097.0
PTX3,18,1,P26022,9049.0
PWWP3B,6,0,Q5H9M0,1945.0
RAB27B,12,0,O00194,6826.0
RAB5A,14,1,P20339,3358.0
RAB5B,6,1,P61020,6089.0
RAB5C,6,1,P51148,16552.0
RAD51AP1,14,0,Q96B01,6003.0
RAMP1,2,0,O60894,10080.0
RAP1A,42,0,P62834,9972.0
RAP1B,40,1,P61224,2295.0
RAP1GAP,4,0,P47736,8936.0
RAP1GAP2,4,0,Q684P5,9064.0
RAPGEF5,6,0,Q92565,6150.0
RASD2,4,0,Q96D21,6649.0
RASGRF2,6,0,O14827,8213.0
RASGRP1,12,0,O95267,15832.0
RASSF1,12,1,Q9NS23,1850.0
RASSF2,4,0,P50749,6105.0
RASSF4,2,0,Q9H2L5,3707.0
RBFOX1,6,0,Q9NWB1,9556.0
RBFOX3,24,1,A6NFN3,5854.0
RBM15B,4,0,Q8NDT2,1533.0
RBM24,2,0,Q9BX46,11723.0
RBPMS,2,0,Q93062,13029.0
RCAN2,2,0,Q14206,6707.0
RCVRN,4,1,P35243,921.0
RECK,6,0,O95980,4986.0
RFFL,2,0,Q8WZ73,11995.0
RGCC,2,0,Q9H4X1,13123.0
RGMA,4,0,Q96B86,10896.0
RGS1,4,0,Q08116,1418.0
RGS11,2,0,O94810,6817.0
RGS17,2,0,Q9UGC6,4869.0
RGS4,4,0,P49798,10376.0
RHOD,6,0,O00212,9004.0
RHOJ,4,1,Q9H4E5,16524.0
RHOU,2,0,Q7L0Q8,7736.0
RNASE6,4,0,Q93091,7750.0
RNASET2,2,0,O00584,3686.0
RND1,12,0,Q92730,3119.0
RND2,6,0,P52198,13384.0
RNF121,2,0,Q9H920,10245.0
ROBO4,6,0,Q8WZ75,6355.0
ROCK1,10,1,Q13464,705.0
ROR1,4,0,Q01973,14411.0
RORA,10,0,P35398,6295.0
RPAP2,6,0,Q8IXW5,17577.0
RPAP3,4,0,Q9H6T3,108.0
RPS6KA2,4,0,Q15349,9452.0
RRAGD,4,0,Q9NQL2,2013.0
RRAS2,28,0,P62070,1227.0
RRM2,44,0,P31350,16218.0
RSAD2,36,0,Q8WXG1,16757.0
RSPH3,6,0,Q86UC2,12684.0
RTN4,4,1,Q9NQC3,10993.0
RTP4,24,0,Q96DX8,2475.0
RUNX1,54,1,Q01196,12278.0
RUNX1T1,10,0,Q06455,17547.0
RUNX2,52,0,Q13950,14767.0
RUNX3,20,1,Q13761,6719.0
S100A8,10,1,P05109,5488.0
S100A9,10,1,P06702,6450.0
S100B,26,0,P04271,12290.0
S1PR1,4,0,P21453,17707.0
SAMD9L,20,0,Q8IVG5,16797.0
SAMHD1,22,0,Q9Y3Z3,5292.0
SARS1,2,0,P49591,12296.0
SCAPER,6,0,Q9BY12,7864.0
SCARB2,42,0,Q14108,11079.0
SCG2,4,0,P13521,11856.0
SCG3,2,0,Q8WXD2,12047.0
SCIN,20,0,Q9Y6U3,3918.0
SCN1A,20,0,P35498,4389.0
SCN3A,8,0,Q9NY46,6984.0
SCN9A,8,0,Q15858,15107.0
SCRG1,2,0,O75711,1288.0
SCUBE3,4,0,Q8IX30,12219.0
SDC1,88,0,P18827,406.0
SDC2,12,0,P34741,9431.0
SEC24D,4,0,O94855,14714.0
SELENOM,2,0,Q8WWX9,16101.0
SELENOP,10,0,P49908,14549.0
SELL,38,1,P14151,8661.0
SEMA3C,4,0,Q99985,13886.0
SEMA6A,6,0,Q9H2E6,12440.0
SEMA6D,8,0,Q8NFY4,5629.0
SEPTIN12,2,0,Q8IYM1,562.0
SEPTIN2,4,0,Q15019,16011.0
SERPINA1,22,1,P01009,14438.0
SERPINA3,8,0,P01011,818.0
SERPINE1,32,1,P05121,7232.0
SERPINF1,8,0,P36955,11824.0
SERPING1,22,0,P05155,10191.0
SERTAD4,2,0,Q9NUC0,15178.0
SF3B1,20,1,O75533,517.0
SFRP1,6,1,Q8N474,1952.0
SFRP2,8,1,Q96HF1,539.0
SFTPB,6,0,P07988,4523.0
SGMS1,4,0,Q86VZ5,1800.0
SGMS2,4,0,Q8NHU3,10803.0
SH3GL2,12,0,Q99962,6496.0
SHMT2,10,1,P34897,16968.0
SHROOM3,2,0,Q8TF72,14534.0
SIGLEC10,2,0,Q96LC7,16888.0
SIPA1L2,4,0,Q9P2F8,9856.0
SIX3,2,0,O95343,14747.0
SKA3,12,0,Q8IX90,7819.0
SLA,4,0,Q13239,4570.0
SLAMF1,6,1,Q13291,17095.0
SLC17A6,6,0,Q9P2U8,16828.0
SLC1A2,18,0,P43004,505.0
SLC1A3,18,0,P43003,6927.0
SLC1A5,4,1,Q15758,8938.0
SLC24A4,2,0,Q8NFF2,7817.0
SLC25A23,4,0,Q9BV35,13534.0
SLC2A1,10,0,P11166,14413.0
SLC40A1,4,0,Q9NP59,13953.0
SLC4A4,2,0,Q9Y6R1,8404.0
SLC6A1,6,0,P30531,2477.0
SLCO2B1,4,0,O94956,15605.0
SLIT1,6,0,O75093,12805.0
SLIT2,4,0,O94813,14646.0
SLITRK3,2,0,O94933,11250.0
SMAD1,8,1,Q15797,521.0
SNAP25,24,0,P60880,11184.0
SNCA,32,0,P37840,1935.0
SNCAIP,6,0,Q9Y6H5,14647.0
SNTB1,6,0,Q13884,2805.0
SNTG1,4,0,Q9NSN8,4029.0
SOCS3,12,1,O14543,2957.0
SORBS1,6,0,Q9BX66,12162.0
SORCS3,2,0,Q9UPU3,12844.0
SORL1,10,0,Q92673,3887.0
SOS2,10,0,Q07890,1218.0
SOSTDC1,4,0,Q6X4U4,5612.0
SOX1,12,1,O00570,12101.0
SOX2,70,1,P48431,321.0
SOX5,4,1,P35711,8685.0
SOX6,4,1,P35712,5574.0
SPAG4,2,1,Q9NPE6,17659.0
SPARCL1,6,0,Q14515,12174.0
SPCS2,2,0,Q15005,11299.0
SPDL1,6,1,Q96EA4,15865.0
SPHK1,12,0,Q9NYA1,8083.0
SPI1,48,1,P17947,3959.0
SPP1,56,1,Q9BX95,11751.0
SPRED1,4,0,Q7Z699,12472.0
SPRY1,4,0,O43609,18129.0
SPTA1,4,0,P02549,9538.0
SPTBN1,10,0,Q01082,9575.0
SPTBN4,12,0,Q9H254,4655.0
SRA1,6,0,Q9HD15,15009.0
SRPX2,4,1,O60687,665.0
SRRM1,18,0,Q8IYB3,17793.0
SRSF1,22,1,Q07955,1944.0
ST8SIA4,2,0,Q92187,11209.0
STAB1,2,0,Q9NY15,4421.0
STAT1,120,1,P42224,7954.0
STC2,2,0,O76061,4363.0
STIL,2,0,Q15468,13057.0
STK17A,2,0,Q9UEE5,11008.0
STON2,4,0,Q8WXE9,458.0
SULT1B1,4,0,O43704,1371.0
SYBU,2,0,Q9NX95,4209.0
SYK,60,0,P43405,162.0
SYN2,6,0,Q92777,13303.0
SYNE2,4,0,Q8WXH0,3799.0
SYNGR1,2,0,O43759,11006.0
SYNJ2,8,0,O15056,2814.0
SYNPR,2,0,Q8TBG9,649.0
SYTL4,4,0,Q96C24,2507.0
SYTL5,2,0,Q8TDW5,9070.0
TAF15,4,0,Q92804,7949.0
TAF1D,2,0,Q9H5J8,4027.0
TAGAP,4,0,Q8N103,1876.0
TAGLN,22,0,Q01995,10057.0
TBPL1,4,1,P62380,17761.0
TCF12,14,0,Q99081,4713.0
TDP2,2,0,O95551,1811.0
TENM1,4,0,Q9UKZ4,15790.0
TENM2,4,0,Q9NT68,14275.0
TENM4,4,0,Q6N022,16521.0
TERT,22,1,O14746,4391.0
TES,2,0,Q9UGI8,7192.0
TF,6,0,P02787,16527.0
TFAM,6,1,Q00059,10928.0
TFAP2C,4,0,Q92754,16944.0
TGFA,22,0,P01135,4058.0
TGFB1,108,0,P01137,15652.0
TGFBI,8,1,Q15582,4318.0
TGFBR2,22,1,P37173,10455.0
TGFBR3,10,0,Q03167,14669.0
TGM2,4,0,P21980,14073.0
THBS1,56,1,P07996,12402.0
THBS4,14,0,P35443,17289.0
THOC3,2,0,Q96J01,9819.0
THRB,6,0,P10828,15985.0
THSD7A,6,0,Q9UPZ6,6378.0
TIMELESS,14,1,Q9UNS1,6377.0
TIMP1,32,1,P01033,5618.0
TIMP3,12,1,P35625,4925.0
TIMP4,10,0,Q99727,11148.0
TLL2,2,0,Q9Y6L7,8209.0
TLN1,56,1,Q9Y490,8006.0
TLN2,44,0,Q9Y4G6,11038.0
TLR1,24,0,Q15399,13316.0
TLR2,86,0,O60603,8841.0
TLR3,26,0,O15455,9324.0
TLR5,16,0,O60602,6293.0
TLR7,24,0,Q9NYK1,8200.0
TLR9,32,1,Q9NR96,16997.0
TM4SF1,2,0,P30408,4634.0
TMEM98,2,0,Q9Y2Y6,15206.0
TMOD1,14,0,P28289,12908.0
TNC,12,1,P24821,13279.0
TNFRSF10D,4,0,Q9UBN6,3.0
TNFRSF1A,36,1,P19438,17183.0
TNFRSF1B,18,0,P20333,1301.0
TNFRSF21,2,1,O75509,4073.0
TNFSF13,4,1,O75888,16693.0
TNFSF13B,12,0,Q9Y275,4820.0
TNFSF8,2,0,P32971,5327.0
TNR,6,0,Q92752,6172.0
TP53,196,1,P04637,15200.0
TPBG,4,0,Q13641,794.0
TPM1,26,0,P09493,13208.0
TPM2,30,0,P07951,2472.0
TPM3,16,1,P06753,355.0
TREM2,32,0,Q9NZC2,2270.0
TRIL,2,0,Q7L0X0,10810.0
TRIM55,2,0,Q9BYV6,7024.0
TRIM9,4,0,Q9C026,5485.0
TRIOBP,2,1,Q9H2D6,12537.0
TRPC4,6,0,Q9UBN4,8828.0
TRPC7,2,0,Q9HCX4,5473.0
TSLP,22,0,Q969D9,4280.0
TSPAN8,6,0,P19075,9604.0
TSPYL5,2,0,Q86VY4,6921.0
TTF1,16,1,Q15361,9451.0
TTF2,12,0,Q9UNY4,15506.0
TUBB6,4,0,Q9BUF5,16127.0
TXNDC5,2,1,Q8NBS9,4952.0
TYROBP,70,0,O43914,12107.0
UBA1,8,1,P22314,16291.0
UBASH3B,6,0,Q8TF42,11290.0
UBE2C,34,1,O00762,5109.0
UBE2E2,4,1,Q96LR5,15098.0
UBE2L6,20,0,O14933,12817.0
ULBP2,8,0,Q9BZM5,10924.0
UPP2,2,0,O95045,14379.0
USP24,4,0,Q9UPU5,4861.0
USP7,14,1,Q93009,5081.0
VAMP8,6,0,Q9BV40,3735.0
VCAM1,60,0,P19320,14217.0
VEGFC,24,0,P49767,3855.0
VIM,30,1,P08670,11573.0
VLDLR,16,0,P98155,13536.0
VPS33B,6,1,Q9H267,408.0
VPS8,4,0,Q8N3P4,12275.0
VSIG4,18,0,Q9Y279,12915.0
VTN,70,1,P04004,5099.0
VWF,50,1,P04275,13825.0
WDR1,8,0,O75083,1310.0
WEE1,16,1,P30291,8539.0
WNT2B,6,0,Q93097,14610.0
WNT5B,8,0,Q9H1J7,15497.0
WT1,14,1,P19544,6266.0
XAF1,30,0,Q6GPH4,743.0
XDH,8,0,P47989,6433.0
XRCC2,4,1,O43543,1609.0
XRCC5,14,1,P13010,11017.0
ZBED6,2,0,P86452,7758.0
ZBTB16,6,0,Q05516,9488.0
ZC3H11A,4,0,O75152,7913.0
ZEB1,26,0,P37275,13592.0
ZFPM2,8,0,Q8WW38,340.0
ZNF3,2,0,P17036,7980.0
ZUP1,4,0,Q96AP4,4134.0
