biomarkerid	biomarkername	synonym	gene_id	biomarker_type	molecular_type	use_development	use_refid	confidence	with_condition	identity_method	source	development_stage	disease_subtype	population	sample_size	refid	displayorder	title	url
LCBD-0528	miR-345		442910	Prognostic	Cell-Free miRNA				Low expression level	real-time PCR			Non–Small-Cell Lung Cancer (NSCLC)			219	1	Clinical relevance of circulating cell-free microRNAs in cancer	https://pubmed.ncbi.nlm.nih.gov/24492836
LCBD-0561	miR-134		406924	Prognostic	Cell-Free miRNA				Low expression level	real-time PCR			Non–Small-Cell Lung Cancer (NSCLC)			219	1	Clinical relevance of circulating cell-free microRNAs in cancer	https://pubmed.ncbi.nlm.nih.gov/24492836
LCBD-0570	miR-100		406892	Prognostic	Cell-Free miRNA				High expression level	real-time PCR			Non–Small-Cell Lung Cancer (NSCLC)			219	2	Clinical relevance of circulating cell-free microRNAs in cancer	https://pubmed.ncbi.nlm.nih.gov/24492836
LCBD-0901	miR-30e-3p		407034	Prognostic	Cell-Free miRNA					real-time PCR			Non–Small-Cell Lung Cancer (NSCLC)			219	2	Clinical relevance of circulating cell-free microRNAs in cancer	https://pubmed.ncbi.nlm.nih.gov/24492836
LCBD-0943	miR-151			Prognostic	Cell-Free miRNA				Low expression level	real-time PCR			Non–Small-Cell Lung Cancer (NSCLC)			219	1	Clinical relevance of circulating cell-free microRNAs in cancer	https://pubmed.ncbi.nlm.nih.gov/24492836
LCBD-1045	let-7f		406888	Prognostic	Cell-Free miRNA					real-time PCR			Non–Small-Cell Lung Cancer (NSCLC)			219	3	Clinical relevance of circulating cell-free microRNAs in cancer	https://pubmed.ncbi.nlm.nih.gov/24492836
LCBD-0020	p53		7157	Diagnostic and Prognostic	DNA			Potential	Mutation				Non–Small-Cell Lung Cancer (NSCLC)			226	21	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0040	SEPT9		10801	Unspecified	DNA				Promoter methylation				Non–Small-Cell Lung Cancer (NSCLC)			226	1	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0076	SHOX2		6474	Unspecified	DNA				Promoter methylation				Non–Small-Cell Lung Cancer (NSCLC)			226	9	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0247	DCLK1		9201	Unspecified	DNA				Gene promoter methylation				Non–Small-Cell Lung Cancer (NSCLC)			226	1	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0315	BRMS1		25885	Prognostic	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	3	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0335	BRAF		673	Diagnostic and Prognostic	DNA			Potential	Mutation				Non–Small-Cell Lung Cancer (NSCLC)			226	13	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0347	RASSF1A		11186	Unspecified	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	21	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0347	RASSF1A		11186	Unspecified	DNA				Promoter methylation				Non–Small-Cell Lung Cancer (NSCLC)			226	22	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0398	SFN		2810	Prognostic	DNA				Promoter methylation				Non–Small-Cell Lung Cancer (NSCLC)			226	2	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0418	CpG islands			Detective, Prognostic and Real-time Follow-up	DNA				Hypermethylation			Approved	Non–Small-Cell Lung Cancer (NSCLC)			226	2	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0428	MGMT		4255	Unspecified	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	17	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0755	APC		324	Unspecified	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	11	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0758	p16INK4A		1029	Unspecified	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	5	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0895	KRAS		3845	Diagnostic and Prognostic	DNA			Potential	Mutation				Non–Small-Cell Lung Cancer (NSCLC)			226	18	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0940	SOX17		64321	Prognostic	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	3	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-1002	RAR		5914	Unspecified	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	1	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-1088	RARb2			Unspecified	DNA				Promoter methylation				Non–Small-Cell Lung Cancer (NSCLC)			226	2	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-1090	GSTP1		2950	Unspecified	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	10	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-1298	DAPK11			Unspecified	DNA				Hypermethylation				Non–Small-Cell Lung Cancer (NSCLC)			226	2	Biomarkers for early diagnosis, prognosis, prediction, and recurrence monitoring of non-small cell lung cancer	https://pubmed.ncbi.nlm.nih.gov/28979144
LCBD-0491	L-Leucine			Diagnostic	Metabolite				Increased	GC–MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0628	L-Isoleucine			Diagnostic	Metabolite				Increased	LC-MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0648	L-Valine			Diagnostic	Metabolite				Increased	GC–MS and LC-MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0691	L-Threonine			Diagnostic	Metabolite				Increased	GC–MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0761	L-Glutamine			Diagnostic	Metabolite				Increased	GC–MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0765	Glycine		6536	Diagnostic	Metabolite				Decreased	NMR, GC–MS and FIE-MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0849	L-Cysteine			Diagnostic	Metabolite				Increased	GC–MS and LC-MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0857	L-Alanine			Diagnostic	Metabolite				Increased	LC-MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0887	Creatine			Diagnostic	Metabolite				Decreased	NMR			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0925	Pyruvic acid			Diagnostic	Metabolite				Increased	GC–MS and LC-MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0946	Betaine			Diagnostic	Metabolite				Increased	LC-MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-1005	L-Serine			Diagnostic	Metabolite				Increased	GC–MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-1158	L-Glutamic acid			Diagnostic	Metabolite				Increased	GC–MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-1184	L-Tryptophan			Diagnostic	Metabolite				Increased	GC–MS and LC-MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-1285	L-Aspartic acid			Diagnostic	Metabolite				Increased	GC–MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-1307	Choline		10390	Diagnostic	Metabolite				Increased	NMR			Lung Cancer			227	2	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-1425	4-Methyl-2-oxopentanonte			Diagnostic	Metabolite				Increased	GC–MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-1458	Glyceric acid			Diagnostic	Metabolite				Increased	GC–MS			Lung Cancer			227	1	Metabolomics workflow for lung cancer: Discovery of biomarkers	https://pubmed.ncbi.nlm.nih.gov/31103622
LCBD-0248	2,3,4-Trihydroxybutyric acid			Unspecified	compound				Levels of 2, 3, 4-trihydroxybutyric acid in lung cancer patients are decreased 3-fold compared to that of healthy controls				Adenocarcinoma (AC), Large Cell Carcinoma (LCC), Small-Cell Lung Cancer (SCLC)			236	1	Tumor-Dependent and -Independent Serum/Plasma Biomarkers for Early Diagnosis of Lung Cancer	https://doi.org/10.4172/2161-1025.1000160
LCBD-1036	trisialylated glycan			Diagnostic	Glycans				Increases in trisialylated glycans				Adenocarcinoma (AC), Large Cell Carcinoma (LCC), Small-Cell Lung Cancer (SCLC)			236	1	Tumor-Dependent and -Independent Serum/Plasma Biomarkers for Early Diagnosis of Lung Cancer	https://doi.org/10.4172/2161-1025.1000160
LCBD-1083	Sphingosine			Unspecified	Unsaturated Hydrocarbon Chain								Adenocarcinoma (AC), Large Cell Carcinoma (LCC), Small-Cell Lung Cancer (SCLC)			236	1	Tumor-Dependent and -Independent Serum/Plasma Biomarkers for Early Diagnosis of Lung Cancer	https://doi.org/10.4172/2161-1025.1000160
LCBD-1301	disialylated glycan			Diagnostic	Glycans				Decreases in disialylated glycans				Adenocarcinoma (AC), Large Cell Carcinoma (LCC), Small-Cell Lung Cancer (SCLC)			236	1	Tumor-Dependent and -Independent Serum/Plasma Biomarkers for Early Diagnosis of Lung Cancer	https://doi.org/10.4172/2161-1025.1000160
LCBD-0101	Blood Tumor Mutational Burden (bTMB)	Btmb		Unspecified	ctDNA			Potential	High level of blood tumor mutational burden	virtual, technical, and clinical validation		Verified 	Non–Small-Cell Lung Cancer (NSCLC)		48 subjects (48 patients with advanced NSCLC)	242	1	Assessment of Blood Tumor Mutational Burden as a Potential Biomarker for Immunotherapy in Patients With Non-Small Cell Lung Cancer With Use of a Next-Generation Sequencing Cancer Gene Panel	https://pubmed.ncbi.nlm.nih.gov/30816954
LCBD-0187	miR-126		406913	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		87 subjects (58 NSCLC vs. 29 HD)	249	17	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0187	miR-126		406913	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		82 subjects (30 Stage IV NSCLC, 32 Stage I/II NSCLC and 20 HD)	249	18	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0270	miR-25		407014	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		227 subjects (152 NSCLC vs. 75 HD)	249	15	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0270	miR-25		407014	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	16	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0278	miR-24		407012	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		29 subjects (18 malignant and 11 benign)	249	10	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0278	miR-24		407012	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	11	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0310	miR-1		79187	Prognostic and Predictive	Cell-Free miRNA					Solexa sequencing			Non–Small-Cell Lung Cancer (NSCLC)		60 subjects (30 long-term survivors vs. 30 short-term survivors with NSCLC)	249	5	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0319	miR-210		406992	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		87 subjects (58 NSCLC vs. 29 HD)	249	21	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0319	miR-210		406992	Diagnostic	Cell-Free miRNA					qRT-PCR			Solitary Pulmonary Nodules (SPNs)		62 subjects (33—benign SPNs and 29 HD)	249	22	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0368	miR-21		406991	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		40 subjects (23 NSCLC cases and 17 HDs)	249	41	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0368	miR-21		406991	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		72 subjects (36 LC and 36 controls)	249	42	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0368	miR-21		406991	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		87 subjects (58 NSCLC vs. 29 HD)	249	43	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0368	miR-21		406991	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		93 subjects (63 NSCLC patients and 30HD)	249	44	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0368	miR-21		406991	Diagnostic	Cell-Free miRNA					qRT-PCR			Solitary Pulmonary Nodules (SPNs)		62 subjects (33—benign SPNs and 29 HD)	249	45	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0368	miR-21		406991	Prognostic and Predictive	Cell-Free miRNA				High miR-21 level in serum	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		70 subject (70 NSCLC cases)	249	46	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0368	miR-21		406991	Prognostic and Predictive	Cell-Free miRNA				High miR-21 level in serum	qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		88 subjects (88 NSCLC patients)	249	47	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0368	miR-21		406991	Prognostic and Predictive	Cell-Free miRNA				High miR-21 level in serum				Non–Small-Cell Lung Cancer (NSCLC)		63 subjects (63 NSCLC patients)	249	48	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0433	miR-320		407037	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	5	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0548	miR-486		619554	Prognostic and Predictive	Cell-Free miRNA					Solexa sequencing			Non–Small-Cell Lung Cancer (NSCLC)		60 subjects (30 long-term survivors vs. 30 short-term survivors with NSCLC)	249	16	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0548	miR-486		619554	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		72 subjects (36 LC and 36 controls)	249	15	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0548	miR-486-5p		619554	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		87 subjects (58 NSCLC vs. 29 HD)	249	25	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0548	miR-486-5p		619554	Diagnostic	Cell-Free miRNA					qRT-PCR			Solitary Pulmonary Nodules (SPNs)		62 subjects (33—benign SPNs and 29 HD)	249	26	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0661	miR-152		406943	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	8	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0707	miR-222		407007	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	7	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0707	miR-222		407007	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		82 subjects (30 Stage IV NSCLC, 32 Stage I/II NSCLC and 20 HD)	249	8	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0738	miR-223		407008	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		227 subjects (152 NSCLC vs. 75 HD)	249	14	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0738	miR-223		407008	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	15	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0751	miR-200b		406984	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		72 subjects (36 LC and 36 controls)	249	11	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0803	miR-30d		407033	Prognostic and Predictive	Cell-Free miRNA					Solexa sequencing			Non–Small-Cell Lung Cancer (NSCLC)		60 subjects (30 long-term survivors vs. 30 short-term survivors with NSCLC)	249	7	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0803	miR-30d		407033	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		29 subjects (18 malignant and 11 benign)	249	6	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0810	miR-499		574501	Prognostic and Predictive	Cell-Free miRNA					Solexa sequencing			Non–Small-Cell Lung Cancer (NSCLC)		60 subjects (30 long-term survivors vs. 30 short-term survivors with NSCLC)	249	5	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0815	miR-20b		574032	Diagnostic	Cell-Free miRNA					TaqMan PCR			Non–Small-Cell Lung Cancer (NSCLC)		48 subjects (28 NSCLC vs. 20 HD)	249	3	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0866	miR-375		494324	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		72 subjects (36 LC and 36 controls)	249	8	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0901	miR-30e-3p		407034	Diagnostic	Cell-Free miRNA					TaqMan PCR			Non–Small-Cell Lung Cancer (NSCLC)		48 subjects (28 NSCLC vs. 20 HD)	249	3	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0901	miR-30e-3p		407034	Prognostic and Predictive	Cell-Free miRNA								Non–Small-Cell Lung Cancer (NSCLC)		78 subjects (78 NSCLC patients)	249	4	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0964	miR-20a		406982	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	7	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0968	miR-183		406959	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		82 subjects (30 Stage IV NSCLC, 32 Stage I/II NSCLC and 20 HD)	249	7	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0973	miR-26a		407015	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		29 subjects (18 malignant and 11 benign)	249	3	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0977	miR-199a-5p		406976	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	6	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-0995	miR-574-5p		693159	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		53 subjects (22 Stage I–II NSCLC patients and 31 HD)	249	7	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1022	miR-221		407006	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	9	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1043	let-7			Diagnostic	Cell-Free miRNA					TaqMan PCR			Non–Small-Cell Lung Cancer (NSCLC)		48 subjects (28 NSCLC vs. 20 HD)	249	1	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1045	let-7f		406888	Prognostic and Predictive	Cell-Free miRNA								Non–Small-Cell Lung Cancer (NSCLC)		78 subjects (78 NSCLC patients)	249	4	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1076	miR-145		406937	Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		310 subjects (200 NSCLC and 110 HD)	249	13	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1114	miR-155		406947	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		12 subjects (6 LC and 6 HD)	249	22	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1316	miR-197		406974	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		12 subjects (6 LC and 6 HD)	249	4	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1339	miR-182		406958	Diagnostic	Cell-Free miRNA					qRT-PCR			Lung Cancer		12 subjects (6 LC and 6 HD)	249	12	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1370	miR-1254			Diagnostic	Cell-Free miRNA					qRT-PCR			Non–Small-Cell Lung Cancer (NSCLC)		53 subjects (22 Stage I–II NSCLC patients and 31 HD)	249	7	Cell-free microRNAs as diagnostic, prognostic, and predictive biomarkers for lung cancer	https://pubmed.ncbi.nlm.nih.gov/23404859
LCBD-1186	Lymphopenia			Prognostic	cell				Decreased			Approved	Lung Cancer			4772	1	Biomarkers in the management of lung cancer:changing the practice of thoracic oncology	https://pubmed.ncbi.nlm.nih.gov/36384005
LCBD-1348	Circulating Tumor DNA	ctDNA		"Diagnostic, Detective and Monitoring "	DNA				Abnormal ctDNA level			Research	Lung Cancer			4774	5	Circulating Tumor DNA in Precision Oncology and ItsApplications in Colorectal Cancer	https://pubmed.ncbi.nlm.nih.gov/35457259
