Gene,GO_Description_Text
TOX,"[BP] CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment; CD4-positive, alpha-beta T cell lineage commitment; CD8-positive, alpha-beta T cell lineage commitment; NK T cell lineage commitment; Peyer's patch development; cerebral cortex neuron differentiation; chromatin organization; leukocyte differentiation; lymph node development; lymphocyte differentiation; natural killer cell differentiation; nervous system development; positive regulation of natural killer cell differentiation; positive regulation of neural precursor cell proliferation; positive regulation of neuron projection development; positive regulation of transcription by RNA polymerase II; regulation of positive thymic T cell selection; regulation of transcription by RNA polymerase II [CC] nucleus [MF] DNA binding; chromatin DNA binding; protein binding"
SUN1,"[BP] cell differentiation; centrosome localization; homologous chromosome pairing at meiosis; meiotic attachment of telomere to nuclear envelope; meiotic cell cycle; nuclear matrix anchoring at nuclear membrane; nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration; ossification; response to mechanical stimulus; spermatogenesis [CC] chromosome, telomeric region; cytoplasm; meiotic nuclear membrane microtubule tethering complex; membrane; nuclear envelope; nuclear inner membrane; nuclear membrane; nucleus [MF] cytoskeleton-nuclear membrane anchor activity; identical protein binding; lamin binding; protein binding; protein-membrane adaptor activity"
PLPBP,[BP] vitamin B6 metabolic process [CC] cytoplasm; cytosol; mitochondrion [MF] pyridoxal phosphate binding
ERLIN2,[BP] ERAD pathway; SREBP signaling pathway; cholesterol metabolic process; lipid metabolic process; negative regulation of cholesterol biosynthetic process; negative regulation of fatty acid biosynthetic process; regulation of cholesterol biosynthetic process; steroid metabolic process [CC] cytosol; endoplasmic reticulum; endoplasmic reticulum membrane; membrane; membrane raft; plasma membrane; protein-containing complex [MF] cholesterol binding; protein binding; ubiquitin protein ligase binding
PRPF6,"[BP] RNA localization; RNA processing; RNA splicing; RNA splicing, via transesterification reactions; mRNA processing; mRNA splicing, via spliceosome; positive regulation of transcription by RNA polymerase II; spliceosomal complex assembly; spliceosomal tri-snRNP complex assembly [CC] U2-type precatalytic spliceosome; U4/U6 x U5 tri-snRNP complex; U5 snRNP; catalytic step 2 spliceosome; centrosome; ciliary basal body; cytosol; membrane; nuclear speck; nucleoplasm; nucleus; spliceosomal complex [MF] RNA binding; identical protein binding; protein binding; protein-macromolecule adaptor activity; ribonucleoprotein complex binding"
DKK1,"[BP] Wnt signaling pathway; Wnt signaling pathway involved in somitogenesis; canonical Wnt signaling pathway; cell morphogenesis; embryonic limb morphogenesis; endocardial cushion development; endoderm development; endoderm formation; face morphogenesis; forebrain development; hair follicle development; head morphogenesis; heart induction; heart valve development; learning or memory; limb development; mesoderm formation; motor learning; negative regulation of BMP signaling pathway; negative regulation of SMAD protein signal transduction; negative regulation of Wnt signaling pathway; negative regulation of Wnt-Frizzled-LRP5/6 complex assembly; negative regulation of apoptotic process; negative regulation of canonical Wnt signaling pathway; negative regulation of cardiac muscle cell differentiation; negative regulation of mesodermal cell fate specification; negative regulation of neuron projection development; negative regulation of ossification; negative regulation of presynapse assembly; negative regulation of transcription by RNA polymerase II; positive regulation of JNK cascade; positive regulation of Wnt signaling pathway, calcium modulating pathway; positive regulation of Wnt signaling pathway, planar cell polarity pathway; positive regulation of gene expression; positive regulation of midbrain dopaminergic neuron differentiation; regulation of Wnt signaling pathway; regulation of dopaminergic neuron differentiation; regulation of endodermal cell fate specification; regulation of neuron apoptotic process; regulation of receptor internalization; regulation of synapse organization; regulation of synaptic transmission, glutamatergic; response to retinoic acid; synapse pruning [CC] early endosome membrane; extracellular region; extracellular space; plasma membrane [MF] co-receptor binding; growth factor activity; low-density lipoprotein particle receptor binding; protein binding; receptor antagonist activity"
ADGRL1,[BP] G protein-coupled receptor signaling pathway; cell surface receptor signaling pathway; signal transduction [CC] axon; cell projection; growth cone; membrane; neuron projection; plasma membrane; presynaptic membrane; synapse [MF] G protein-coupled receptor activity; carbohydrate binding; cell adhesion molecule binding; latrotoxin receptor activity; protein binding; transmembrane signaling receptor activity
ABCA8,[BP] cholesterol efflux; cholesterol transport; lipid transport; positive regulation of cholesterol efflux; regulation of cholesterol efflux; sphingomyelin biosynthetic process; transmembrane transport; xenobiotic transmembrane transport; xenobiotic transport [CC] basolateral plasma membrane; endoplasmic reticulum; membrane; plasma membrane [MF] ABC-type transporter activity; ABC-type xenobiotic transporter activity; ATP binding; ATP hydrolysis activity; ATPase-coupled transmembrane transporter activity; lipid transporter activity; nucleotide binding
PCF11,"[BP] co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway; mRNA 3'-end processing; mRNA processing; termination of RNA polymerase II transcription [CC] cytoplasm; mRNA cleavage factor complex; mitochondrion; nucleoplasm; nucleus [MF] RNA polymerase II complex binding; mRNA binding; protein binding"
FRYL,[BP] cell morphogenesis; neuron projection development [CC] cell cortex; site of polarized growth [MF] protein binding
NFAT5,"[BP] DNA damage response; DNA-templated transcription; R-loop processing; calcineurin-NFAT signaling cascade; cellular hyperosmotic response; cellular response to cytokine stimulus; positive regulation of canonical NF-kappaB signal transduction; positive regulation of gene expression; positive regulation of leukocyte adhesion to vascular endothelial cell; positive regulation of transcription by RNA polymerase II; regulation of DNA-templated transcription; regulation of calcineurin-NFAT signaling cascade; regulation of intracellular signal transduction; response to stress; signal transduction; transcription by RNA polymerase II [CC] chromatin; chromosome; cytoplasm; cytosol; nucleoplasm; nucleus; transcription regulator complex [MF] DNA binding; DNA-binding transcription activator activity, RNA polymerase II-specific; DNA-binding transcription factor activity; DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; chromatin binding; protein binding; sequence-specific double-stranded DNA binding"
ENDOD1,[BP] immune system process; innate immune response [CC] cytosol; extracellular exosome; extracellular region; membrane [MF] endonuclease activity; hydrolase activity; metal ion binding; nuclease activity; nucleic acid binding; protein binding
CDK14,[BP] G2/M transition of mitotic cell cycle; Wnt signaling pathway; cell division; regulation of canonical Wnt signaling pathway; regulation of cell cycle phase transition [CC] cyclin-dependent protein kinase holoenzyme complex; cytoplasm; cytoplasmic cyclin-dependent protein kinase holoenzyme complex; cytosol; membrane; nucleoplasm; nucleus; plasma membrane [MF] ATP binding; cyclin binding; cyclin-dependent protein serine/threonine kinase activity; kinase activity; nucleotide binding; protein binding; protein kinase activity; protein serine kinase activity; protein serine/threonine kinase activity; transferase activity
GLCE,"[BP] heparan sulfate proteoglycan biosynthetic process; heparin proteoglycan biosynthetic process; negative regulation of cell projection organization; positive regulation of SMAD protein signal transduction; positive regulation of cell population proliferation [CC] Golgi apparatus; Golgi membrane; membrane [MF] calcium ion binding; heparosan-N-sulfate-glucuronate 5-epimerase activity; isomerase activity; metal ion binding; protein homodimerization activity; racemase and epimerase activity, acting on carbohydrates and derivatives"
